participant_id,track_id,full_response_text
384,b,"This track makes me nostalgic for a music gig that I went to 5 years ago/I like the song/I have listened to this song in a long time, therefore it is nice to hear it again/Yes - this song was one of the first songs I heard live"
385,a,"It feels very remote, kind of non-existent. It doesn't have a very sonically prominent melody or rhythm, or more accurately any one that feels consistent structurally, absent minded improvisationally/Because I recorded it for a friend's record/Because it represents a facet of a friend's musical personality - I think it is an interesting musical experiment/Yes - i recorded a friend performing it"
385,b,"Feels large, spacious, important - also professionally recorded/It was given to me by a ex girlfriend as part of some recordings to listen to in Bangkok four years ago/It is a very interesting and beautiful piece of film music, and it evokes a certain emotional response personally./Yes, both the music and my possession thereof relates directly to a past relationship"
386,a,"This is a song my roommate actually knows. (Our music tastes do not overlap but she happened to be introduced to this song through a mutual friend and took a liking to.)/It's an iconic song from the series Higurashi no Naku Koro ni which I enjoyed.  /It's a really calming song and the vocals are pretty./Yes, in the sense that I've been listening to it for over 7 years now. Like I mentioned before, my roommate and I have very different tastes in music so it was kind of exciting for me when she expressed a liking for this song, going as far as wanting to learn how to play it on the piano. "
386,b,"Oh this is a fun and catchy song./I'm a fan of marasy's piano covers, so I saved most of the songs from this particular album. I'm actually not too familiar with the original song, but I enjoyed how his cover sounded so I saved it./It's catchy and the piano keeps driving forward./Not really. Like I mentioned before, I'm not too familiar with the original on which this cover is based. I have heard the original, but it's very produced, as one expects a pop song to be, and I very much prefer the pure sounds of the piano in this cover."
387,a,"it's light and playful, just like a Rondo should be/I love Mozart's violin concertos/This concerto brings out the best of Mozart - he uses his signature playful melodies that are so likable, but also takes us on a journey with the piece./My violin teacher played this concerto at her violin recital, which I attended quite a few years ago. I fell in love with the piece after I heard it there. "
387,b,"inspiring music/it's a good song/it's pretty upbeat, makes me feel good. It's one of the tracks on my running playlist, so it gets me pumped and energized/Not really... I just remember hearing it sometime around 7th or 8th grade"
388,a,"Reminds me of high school/Its a jam, catchy, fan of demi. Its your typical feel-good pop song/It is acoustically pleasing, has catchy rhythms /No"
388,b,"Love this track, one of my favorite bands, favorite track of this record/Huge fan of the band, relate to the song./I feel like both lyrically and musically i relate to this track. Acoustically pleasing, good for when I need really loud music to block out the world. /Yes. This song is literally me when I was 18, dealing with becoming an adult, coping with anxiety and depression just needing help and feeling like i was on my own/lost about the world. "
389,a,"Driving to work in high school, this song would always play on the radio./It's an upbeat song that makes me happy./I like that it sounds like a song to can have fun singing along to at a party./Not really. I heard this song a lot on the radio in high school and it just made me happy, but I don't really have a special connection to it."
